plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
근로자 휴가비 지원사업,근로자 휴가지원사업은 정부와 기업이 함께 근로자의 국내 여행경비를 지원하는 사업,"□ 정부와 기업, 근로자가 공동으로 비용 조성 후 휴가 시 국내여행에 사용
○ 부담비율 : 정부 10만원, 기업 10만원, 근로자 20만원 / 총 40만원(적립금) 조성
 - 24년 기준 누적 참여 5년차 이상 중견기업 : 정부 5만원, 기업 15만원, 근로자 20만원
○ 사용방식 : 휴가샵 온라인몰에 40만원 포인트 부여 및 국내여행 관련 상품 구입
○ 사용기간 : 적립포인트 부여시점 ~ 12.20.(금) 변동가능",20240201 ~ 20240331,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://vacation.visitkorea.or.kr/travel/worker/renewal/workerMain.do,,,"복지문화,일자리","취약계층 및 금융지원,재직자",세종특별자치시
2024년 농식품 벤처육성 지원사업(창업기업) 모집 공고,농산업·식품 분야 첨단 기술기반 벤처·창업기업 지원,"□ 지원내용
○ 창업사업화지원금 : 기업당 30백만원(자부담 30% 포함, 각종 제세공과금은 본인 부담
○ 맞춤지원 프로그램 운영


□ 지원분야
○ 농업(식품, 농기계, 축산 및 원예분야 포함) 분야 창업사업화 모델
○ 미래 농업·농촌의 혁신성장을 이끌 바이오·디지털 등 첨단기술과 융합된 사업화 모델

* 아래와 관련된 제조(가공), 유통, IT, 기계·자재, 바이오, 의약, 서비스, 기타 융복합 사업 해당
1. 농작물재배업: 식량작물·채소·과실·화훼·특용·약용·버섯·양잠업 및 종자ㆍ묘목 재배업(임업용 종자ㆍ묘목 재배업은 제외)
2. 축산업: 동물(수생동물은 제외)의 사육업ㆍ증식업ㆍ부화업 및 종축업
3. 작물재배, 원예 및 축산업 또는 관련 서비스업
4. 수렵 및 관련 서비스업",20240115 ~ 20240216,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.a-startups.or.kr/planweb/board/view.9is?dataUid=4028b2028b8507cf018d0c197aa97b51&contentUid=ba6550717457c60f017467581afb000f&boardUid=ba6550717457c60f01747698c25f0569,,,일자리,취업,세종특별자치시
2024년 청년CEO육성사업 청년창업가 모집 공고,창의적인 아이디어를 가진 청년들을 대상으로 창업을 지원하는 「2024년 청년CEO 육성사업」을 시행하기 위하여 청년창업가 모집,"□ 지원기간 : 9개월(2024. 4월 ~ 2024. 12월)

□ 창업활동비 지원 
○ 창업기업 아이템의 사업성 및 분야별 성과에 따라 평가 후 창업활동비 차등 지원 
- 창업활동비 : 최대 20,000천원(창업활동비 15,000천원+인센티브 5,000천원) 차등 지급 
※ 창업활동비는 중도 퇴거 창업기업 발생 또는 프로그램 변경에 따라 변경 될 수 있음 

□ 창업 교육 및 멘토링 프로그램 지원 
○ 필수 프로그램(비즈니스모델 및 맞춤형 창업 마케팅 교육 등), 선배창업자 및 분야별 전문가 멘토링 프로그램, 창업 공통 교육 운영 둥 
○ 수료 후 후속사업을 위한 멘토링 지원

□ 마케팅 및 판로개척 지원 
○ 온라인 판로개척 지원(네이버 협약을 통한 ‘울산상회’, 라이브커머스 운영) 
○ 다양한 지역행사 부스 참여, 제품 전시·판매·제조 공간지원 등 판로지원 
○ 온·오프라인 마케팅 자금 지원

□ 기타 지원 내용 
○ 선배창업자 강연 및 1:1 또는 그룹 멘토링, 참여 기업들 간 네트워킹 등 
○ 네트워킹 공간 제공(1인 사무공간, 코워킹 공간 포함) 등 
○ 사후지원 및 관리(수료 후 분야별 전문가 멘토링 제공 등) 
○ 정부지원 사업 정보 및 진흥원 내 프로그램 안내(판매 및 제조공간 지원사업 등)",20240129 ~ 20240218,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,18.0,39.0,"일자리,일자리","취업,창업",세종특별자치시
성남시 청년 재창업 지원,"창업 경험과 재창업 의지가 있는 청년 재창업자에게 멘토링, 전문 창업 교육 및 네트워킹을 제공하고 사업화 자금을 지원","□ 사업화 자금(최대 3천만원) : 시제품 제작, 마케팅, 지재권 / 인증 비용 등 지원
○ 사업화 자금 팀별 1천만원 및 창업 PT 대회 결과에 따라 추가 지급(대상 2천만원, 최우수 1천만원, 우수 5백만원)
○ 사업과 관련된 시제품 제작, 마케팅, 지재권/인증, 사업모델(BM) 개선 등에 소요되는 사업화 자금 최대 3천만원(최소 1천만원) 지원
- 사업화 자금은 성남시 소재 업체에서 사용 가능
- 사업화 자금은 참여자의 신청 금액 내에서 지급 및 정산
○ 총사업비 = 성남시 지원금 100% (부가세 등은 기업 부담)
□ 멘토링 및 전문 창업 교육 : 필요 분야의 멘토와 온·오프라인 멘토링 / IR 고도화, 피칭 지도 등
□ 네트워킹 지원 : 참여 팀간 정보교류, 협업 포인트 모색 / 유사 사업별 네트워킹",20240126 ~ 20240212,41130,,,,"일자리,일자리","취업,창업",경기도
2024년 생애최초 청년창업 지원사업 예비창업자 모집 공고(수정),생애최초로 창업에 도전하는 만 29세 이하 청년 예비창업자들의 창업 성공률 제고를 위해 자금·교육·멘토링 등을 지원,"□ 지원기간 : 협약시작일로부터 9개월 이내('24.3월~'24.11월 예정)
□ 지원내용 : 사업화 자금 및 주관기관이 제공하는 창업프로그램 등
○ 사업화 자금(평균 46백만원, 최대 70백만원) 지원 : 시제품 제작, 지재권 취득, 사업모델(BM) 개선 등에 활용
- 선정평가 결과에 따라 사업화 자금 차등 지원
- 사업화 자금(정부지원사업비)은 예비창업자의 신청금액 범위 내에서 지급
- 총사업비 = 정부지원사업비 100%(자기부담사업비없음)
○ 창업프로그램 : BM구체화, 온-보딩(정착)지원, 창업 기초·실무교육, 멘토링, 네트워킹, 투자유치연계 등 역량강화 지원 등
※ 주관기관별 지원 프로그램이 상이",20240122 ~ 20240205,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO0101M01?pbancId=0560501,0.0,29.0,"일자리,일자리","취업,창업",세종특별자치시
청년내일저축계좌(광주시),"근로빈곤층 청년의 생계수급자 등오로의 하락을 사전에 예방하고, 일하는 중간계층 청년이 사회에 안착할 수 있도록 자산형성 지원","□ 본인 저축액 월 10만원으로 최대 30만원까지 정부지원금 지원 (1대1 지원매칭)
 ○ 수급자 및 차상위 청년 : 1대3 정부매칭
 ○ 기준중위소득 50%초과~100%이하 10만원 매칭 지급 (만19세이상~만34세 이하)
 ○ 기준중위소득 50%이하는 30만원 매칭 지급 (만15세이상~39세이하)",20240501 ~ 20240531,41610,,19.0,39.0,복지문화,취약계층 및 금융지원,경기도
유스놀이터 운영(광주시),청년전용공간 운영 활성화와 여가 생활지원 및 대여사업을 통해 청년의 여가생활 및 복지증진 기여,□ 캠핑 장비 및 레저용품 등 물품대여사업,,41610,,19.0,39.0,복지문화,취약계층 및 금융지원,경기도
청년 올라프로그램(광주시),"다양한 교육의 기회와 청년의 인생 설계를 위한 프로그,램 운영을 통해 청년의 삶 설계를 지원함","□ 취업 준비 및 청년의 역량강화를 위한 프로그램 운영
 ○  어학 및 자격증 응시료 지원 사업 : 1인당 3회에 한하여 자격증 응시료 실비 지원 (잡아바 어플라이)
 ○  청년 인생 디자인 프로그램 : 엑셀, 코딩, NCS 자격증 학습 등 취업 역량 강화 교육 지원
 ○  생활 금융 교육 : 월급관리, 재테크 및 교육 지원",,41610,,19.0,39.0,"일자리,교육","취업,미래역량강화",경기도
입영지원금 지원(광주시),"입영하는 광주시민에게 입영지원금을 지급하여, 시민의 복리증진향상 및 병역의무 이행 격려",□ 1인당 10만원 (광주시 지역화폐 지급),,41610,,,,복지문화,취약계층 및 금융지원,경기도
청년마음건강지원사업(광주시),"청년의 심리정서 지원, 건강성 회복을 통한 삶의 질 향상과 심리적 문제 예방을 통한 건강한 사회구성원으로서 역할 촉진","□ 청년들에게 심리지원 관련 사전·사후검사 및 상담 등 맞춤형 서비스 지원
 ○ 기본 3개월(10회), 최대 12개월 지원 가능",,41610,,,,"복지문화,복지문화","취약계층 및 금융지원,문화활동",경기도
신혼부부 전월세자금 대출이자 지원사업(광주시),무주택 신혼부부 가정의 주거비 경감을 위해 전월세금 대출이자 지원,"주택 전월세보증금 대출 잔액의 1.0~1.5% 지원 (연 1회, 최대 100만원)",20240213 ~ 20240226,41610,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원",경기도
독립응원패키지(청년 1인가구 이사비 지원)(광주시),청년 1인가구 이사비용 실비 지원,□ 민간위탁 운영,,41610,https://www.gj-youth.or.kr,19.0,39.0,복지문화,취약계층 및 금융지원,경기도
청년꿈이룸 프로젝트(면접사진 및 정장지원)(광주시),청년구직자의 면접 준비 부담 해소 및 구직비용 절감을 위해 면접정장 대여 및 취업용 증명사진 무료 지원,"□ 면접정장대여[3박 4일, 횟수제한없음] : 남 (재킷, 바지, 셔츠, 구두, 벨트, 넥타이), 여 (재킷, 스커트, 바지, 블라우스, 구두)
□ 증명사진 촬영지원 : 1인당 16매 제공(연간 1회)",,41610,https://apply.jobaba.net,18.0,39.0,일자리,취업,경기도
청년챙김프로젝트(광주시),청년의 사회적응 지원 사업,□ 민간위탁 운영,20240110 ~ 20241210,41610,https://www.gj-youth.or.kr,19.0,39.0,복지문화,취약계층 및 금융지원,경기도
청년희망적금 만기자 청년도약계좌 일시납입 지원,2~3월 중 청년희망적금 만기 시 청년도약계좌를 바로 개설,"청년희망적금 만기수령금을 청년도약계좌에 일시납입 할 수 있으며, 정부기여금도 일시에 매칭 지급",20240125 ~ 20240216,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,19.0,34.0,복지문화,취약계층 및 금융지원,세종특별자치시
2024년 청년예술인 대관지원사업,이천시 청년에술인들의 문화예술 활성화를 위한 아트홀 대관지원,"□ 분야별 지원내용
 ㅇ 공연: 5건 이내(1일/장르에 따라 최대 3일까지 신청가능)
  * 무료공연 권장, 유료공연시 티켓 판매수입은 단체측 귀속. 재단측 요청시 일부 관람권 제공 필요(모니터링 및 문화소외계층 지원)
 ㅇ 전시: 3건이내(최대 7일)
  * 무료전시로 진행(일요일은 아트홀 시설 컨디션 점검으로 신청일 제외)
  ※ 지원일자 내 셋업, 철수, 리허설이 포함됨.
  ※ 대관시설 및 신청가능일은 사업관련사이트1 참고",20240122 ~ 20240207,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,19.0,39.0,일자리,취업,세종특별자치시
2024년 청년창업더하기 지원사업 청년 참여자 모집,"창업 초기 체계적인 창업을 위해 시설비, 리모델링비, 홍보 및 마케팅비 등 지원","□ 지원내용(직접지원 성격)
 ㅇ 시설비, 리모델링, 장비구입(대여), 시제품개발 외주용역비, 홍보 및 마케팅비, 기타
  ※ 시설비 및 리모델링비는 사업비의 50%를 초과할 수 없음 
  ※ 홍보 및 마케팅비는 사업비의 15%를 초과할 수 없음 

□ 사업비
ㅇ 1명당 사업비 : 30,000천원(컨설팅비 1,200천원 별도)
 - 보조 18,000천원 (60%) 
 - 자담 12,000천원 (40%)

□ 지원제외: 인건비, 토지구입비, 시설 및 장비유지비, 집기구입 등",20240201 ~ 20240202,52740,,18.0,49.0,"일자리,일자리","취업,창업",전북특별자치도
2024년 장수 청년 레벨업 사업 모집 공고,"지역자원을 활용한 우수 아이디어 발굴·지원(사업비, 전문가 컨설팅, 홍보비 등)","□ 지원분야 : 지속가능성을 유지할 수 있는 문화·예술·공연, 상품·우수아이템 개발, 관광·숙박, 기후·지역발전 등 
  ※ 비즈니스 모델과 관련한 외부참여 참가자(방문객, 관광객 등) 모집 계획 필수

지원내용
 ○ 사업비(총 사업예산의 60% 이상)
  - 아이템 개발비(회의비, 시제품 제작, 상품·서비스 개발 및 기획, 강사비)
  - 재료비(소모성 물품 구매), 사업추진을 위한 시설·장비공간 임차, 회의비, 사무용품, 다과비 등 ※ 청년 단체·사업자의 업무용 사무실 공간 임차, 인건비 등 지원 불가
 ○ 전문가 컨설팅(필수 포함)
  - 사업 목적·실현 방안에 따라 지속적인 비즈니스 모델 정립을 위한 자체 전문 컨설팅 실시 필수 ※ 직접 컨설팅 섭외 불가 시 연계 컨설팅 예정(150만원 내외)
 ○ 홍보비
  - 온/오프라인 홍보비, 현수막 제작, 디자인 개발, 홈페이지 개설, 박람회 참가비 등
 ○ 외주용역(총 사업예산의 10% 이하)
  - 사업 추진 시 청년 단체에서 자체적으로 해결할 수 없는 일부 용역 위탁(외부 연구기관, 전문기업 등)",20240122 ~ 20240131,52740,,15.0,49.0,참여권리,청년참여,전북특별자치도
2024년 신기술 접목 차세대 영농인 육성 지원사업,"청년농업인의 안정적 기반조성을 위한 규모화, 현대화 사업",보조 100%,20240123 ~ 20240216,52730,,18.0,39.0,"일자리,일자리","취업,창업",전북특별자치도
제3기 무주군 청년정책협의체 위원 공개모집,제3기 무주군 청년정책협의체 위원 모집,"□ 모집분야 : 4개 분야(일자리, 복지, 교육, 농업)
□ 협의체 활동내용
 ㅇ 청년관련정책에 관한 의견수렴 
 ㅇ 청년정책에 대한 연구 활동, 발굴 및 정책제안 
 ㅇ 청년 네트워크 형성, 프로그램 개최 및 운영 등",20240122 ~ 20240205,52730,,18.0,49.0,참여권리,청년참여,전북특별자치도
2024년 익산청년시청 창업보육실 입주기업 모집,예비창업자 및 창업 5년 이내 청년창업가의 입주 지원,"□ 입주시기 : 입주계약 체결 후 즉시 입주

□ 지원내용
 ㅇ 입주지원 및 혜택
    - 기본제공 : 인터넷, 무인경비, 냉난방, 사무집기 등
    - 관리비 무료(보육실 운영에 필요시 관리비가 부과될 수 있음)
    - 부대시설 : 청년민원실(1층 카페), 미디어 스튜디오, 회의실, 탕비실 등  
 ㅇ 입주기업 네트워킹 구축 지원
 ㅇ 경영, 기술 컨설팅 지원
 ㅇ 청년시청 창업지원사업 가점",20240123 ~ 20240207,52140,,18.0,39.0,일자리,취업,전북특별자치도
청년마음건강지원사업 이용자 모집(안성시),-,"□ 지원내용: 3개월 간 총 10회의 전문심리상담서비스 제공
ㅇ 사전사후검사: 개인 심리상담 관련 필요한 검사를 통한 주된 문제 및 욕구 파악, 회당 90분, 사전·사후 각 1회
ㅇ 상담 등 맞춤형 서비스(1:1 원칙): 심리·정서적 문제에 대한 개입예방, 관계상황적 스트레스 대처능력 향상, 의사소통기술 및 대인관계 향상 도모 등 대상자 욕구에 맞춘 서비스 제공, 회당 50분, 총 8회
ㅇ 종결상담: 상담 종료 시 피드백 제공(고위험군의 경우 정신건강복지센터 또는 의료기관 연계), 1회

□ 서비스 횟수 및 기간: 주 1회 1:1 맞춤 전문 심리상담 제공(10주)
 ㅇ 제공주기 상관 없이 3개월 내 10회 가능
 ㅇ 재판정을 통해 최대 12개월 지원 가능 (예산 상황에 따라 결정)

□ 서비스가격(1회당): 제공인력 기준에 따라 가격 차등
 ㅇ A형: 정부지원금 54,000원 + 본인부담금 6,000원= 60,000원
 ㅇ B형: 정부지원금 63,000원+본인부담금 7,000원= 70,000원",20240201 ~ 20240207,41550,https://www.bokjiro.go.kr,19.0,34.0,"복지문화,복지문화","취약계층 및 금융지원,건강",경기도
2024년 국가유산 산업 인턴 지원 사업 인턴 공개모집,국가유산 산업 기관(기업)을 대상으로 인턴 모집,"□ 지원대상: 국가유산 산업 분야 취업을 준비 중인 청년
  ※ 대한민국 국적 소지자에 한함
□ 지원연령: 만 19세 이상 ~ 39세 이하 
※ 모집 마감일(2024. 2. 7.(월)) 기준 1984. 2. 8.~2005. 2. 6. 출생자에 한함
□ 근로조건
 ㅇ 근무장소: 매칭이 완료된 인턴 운영기관
 ㅇ 근무기간:  2024. 3. 1.~ 8.31.(총 6개월 / ※ 근무기간은 상황에 따라 조정될 수 있음)
 ㅇ 근로계약: 인턴과 인턴 운영기관 간 근로계약 체결
   - 근무조건: 주 40시간(일 8시간*5일)
   - 급여조건: 월 2,060,740원(※ 세전 기준 / 4대보험 및 주휴수당 포함)
※ 세부 근로사항은 인턴 운영기관별 상황에 맞춰 인턴과 협의 후 결정
 ㅇ 인턴활동
  - 직무교육 수료한국문화재재단에서 제공하는 교육 수강(2024년 3월 중/온라인 예정)
  - 인턴 운영기관에서 제시한 인턴 담당업무 수행",20240124 ~ 20240207,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://heritage.recruitment.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=21,19.0,39.0,일자리,취업,세종특별자치시
창원시 청년예술인 창작공간 입주예술인 공모,-,"□ 모집분야 : 시각예술(회화, 설치, 사진, 공예, 미디어아트, 만화 등) 

□ 지원사항 
- 합성동 지하상가 내 창작공간 제공(임차료 및 관리비 지원) 
- 시민체험(교육)프로그램 운영
* 강사료 및 재료(예산 범위 내) 
* 운영기간 : 3월~11월 / 주 1회 2시간 기준 
- 윈도우갤러리 전시 및 성과 전시회 개최(전시공간 제공)",20240119 ~ 20240202,48120,,19.0,39.0,"복지문화,복지문화","취약계층 및 금융지원,예술인지원",경상남도
