plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,zipCd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm,region
2024년 상반기 지역공동체일자리사업 참여자 모집(전주시),2024년 전주시 상반기 지역공동체일자리사업 참여자 모집,"□ 지역자원 활용형: 청년정책 지원사업, 전주맛배달 홍보지원사업, 청년몰 매니저 사업 등 9개 사업(18세~30세)
□ 마을가꾸기: 꽃도시 조성사업(65세 미만)

□ 임금 및 근로조건
 ㅇ 청년(18~39세)
   - 임금(일): 74,020원(임금+교통비)
   - 근무시간: 주35시간(일7시간, 주5일)
 ㅇ 65세 미만
  - 임금: 54,300원(임금+교통비)
  - 근무시간: 주25시간(일5시간, 주5일)
※ 4대보험 가입, 주·월차 및 공휴일 유급 수당 별도 지급",20240201 ~ 20240207,52110,,,,일자리,취업,전북특별자치도
2024년 제1기 행정안전부 청년인턴 채용 공고,2024년 제1기 행정안전부 청년인턴 채용,"□ 근무조건
 ㅇ 신분: 청년인턴(공무원의 사무를 보조하는 공무원이 아닌 근로자)
 ㅇ 보수: 시급 9,860원(시간외 근무수당 별도 지급)
   ※ 만근 시 2,060,740원 지급(예상)
 ㅇ 근무시간: 주 5일, 40시간
 ㅇ 후생복지: 건강보험, 고용보험, 산재보험, 국민연금 가입
    ※ 출퇴근 지원 및 숙소지원 없음",20240119 ~ 20240129,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://mois.incruit.com/hire/viewhire.asp?projectid=101,19.0,34.0,일자리,취업,세종특별자치시
반려동물 등록비 지원사업,"반려동물 등록에 소요되는 ""내장형"" 등록비용 지원","- 동물의 등록에 소요되는 ""내장형"" 등록비용 지원
※ 내장형에 한하며, 외장형(인식표 포함)을 내장형으로 변경시에도 지원
- 지원범위 : 1마리당 3만원, 세대당 최대 1회 지원",,36110,,,,복지문화,취약계층 및 금융지원,세종특별자치시
2024년 익산시 청년 면접 정장 대여사업,익산시에 거주하는 미취업 청년을 위해 면접 정장 무료 대여,"□ 미취업 구직 청년에게 면접 정장 무료 대여
 ㅇ 대여품목: 정장(상·하의), 셔츠, 블라우스, 넥타이, 구두 등
 ㅇ 대여기간: 대여일로부터 3박 4일
 ㅇ 대여횟수: 1인당 연 3회
※ 일반 교육, 모의 면접, 대학교(원) 면접 등 참여자는 지원 제외",,52140,https://youthforest.iksan.go.kr/board/list.iksan?boardId=BBS_0000025&menuCd=DOM_000000102004002000&contentsSid=150,18.0,39.0,"일자리,교육","취업,미래역량강화",전북특별자치도
2024학년도 1학기 서울 홍제 행복기숙사 입사생  모집,2024학년도 1학기 서울 홍제동 행복기숙사(서울 서대문구 송죽길 62) 기숙사비 지원,홍제동 행복기숙사(서울 서대문구 송죽길 62) 기숙사비 지원,20240118 ~ 20240131,44130,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원",충청남도
2024학년도 천안행복기숙사 1학기 정기 입사생 모집,2024학년도 천안행복기숙사 1학기 정기 입사생 모집,천안 아산 등 충남지역 대학생에게 기숙사 제공,20240115 ~ 20240128,44130,https://happydorm.or.kr/cheonan/ko/index,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원",충청남도
2024년 스타트업 AI기술인력 양성사업(이어드림 스쿨) 청년인재 모집,"인공지능 실무 기술인력을 양성하고, 청년인재와 혁신 벤처·스타트업을 연계","□ 교육비용: 무료
ㅇ (오프라인) 교육인프라(PC 등), 교재 지원 포함
ㅇ (온 라 인) 별도 교육인프라 지원 없음, 교재 지원 포함

□ 교육내용
ㅇ 인공지능 특화 교육
 - 인공지능 관련 대학 학과의 4년 전공 기초·필수 전 과정 교육 및 현업문제 해결을 위한 프로젝트 과정 10개월간 집중 운영
ㅇ 취·창업 연계 지원
- (취업지원) 엔터(게임), 금융(핀테크), 유통(플랫폼), 바이오(의료IT) 등 인공지능 분야 스타트업 중심으로 매칭데이 운영 및 현장매칭 진행
- (창업지원) 창업 희망 교육생에게 창업 Track을 통한 창업 기본 및 직무교육, 전문 멘토링, 예비 IR 피칭 등 패키지 지원",20240122 ~ 20240226,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://yeardream.ninehire.site/,0.0,39.0,"일자리,교육","취업,미래역량강화",세종특별자치시
포천 청년 창업자 임차료 지원,창업 자본이 부족한 청년 창업자들에게 임차료의 일부 보조,- 임차료 50% 지원(월 최대 50만원/6개월 간),20240110 ~ 20240130,41650,https://pocheon.go.kr,19.0,49.0,주거,주택 및 거주지,경기도
도시가스 절약 캐시백,동절기(12~3월) 도시가스 사용량 감축을 위해 운영하는 제도로 전년도 사용량보다 3% 이상 절약하면 절감량에 따라 현금으로 돌려주는 제도,"□ 캐시백 지급 방식
- 절감 성공 시 신청자의 계좌로 현금 지급",20231201 ~ 20240331,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",https://www.k-gascashback.or.kr,,,"복지문화,복지문화","취약계층 및 금융지원,예술인지원",세종특별자치시
이천시 청년 일자리 공공인턴사업 참여자 모집,일자리 제공이 필요한 미취업 청년 근로자를 대상 공고인턴사업 참여자 모집,"□ 사업내용: 이천시청 및 소속 행정기관·산하·협력기관 행정업무지원
□ 보수 및 근무여건
 ㅇ임금: 시급 11,020원(주차·연차수당 지급)
ㅇ 근로조건 : 주5일, 1일 8시간
    - 사업장 사정에 따라 근무시간대 변경 될 수 있음
    - 해당업무 여건에 따라 근무지 변경 될 수 있음",20240108 ~ 20240122,41500,,19.0,34.0,일자리,취업,경기도
2024 청춘만발 참여 예술인 모집,전통공연예술의 미래를 열어나갈 청년 예술인의 활동기회 마련 및 창작 독려를 위한 전통공연예술 창작 인큐베이팅 사업,"□ 올해의 최고 아티스트 (총 1팀)
ㅇ 올해의 최고 아티스트 지원금 1,000만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계
ㅇ 국립정동극장 기획공연 출연 
   *2023년 <정동다향> 및 2024년 <신년음악회> 연계

□ 우수 아티스트(총 1팀)
ㅇ 우수 아티스트 지원금 500만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계

□ 인기 아티스트(총 1팀)
ㅇ 인기 아티스트 지원금 100만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계

□ 선정 아티스트(총 10팀)
ㅇ 창작지원금 100만원
ㅇ ‘국립정동극장 세실’ 공연장 무대제공 및 기술 지원
ㅇ 작품 제작·연출 지원
ㅇ 인력 지원(기획, 홍보, 티켓·하우스 운영 등) 
ㅇ 통합 홍보(언론, 홈페이지, 블로그, SNS 등)",20240119 ~ 20240121,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",,19.0,34.0,"일자리,복지문화","취업,예술인지원",세종특별자치시
2024년 화순군 청년 자격증 응시료 지원사업,"화순군 거주 청년 대상 1인당 연 최대 2회, 연 10만원 한도 어학 및 자격증 시험 응시료 지원","□ 지원내용: 1인당 연 최대 2회, 연 10만원 한도 어학 및 자격증 시험 응시료 지원 
 ※ 자격증 취득(합격) 여부 무관
□ 지급방법 : 개인별 계좌입금
□ 응시료 지원 시험 종류
 ㅇ 어학: 토익, 토익스피킹, 토플, 아이엘츠, 오픽, 텝스, 지텔프, 플렉스,  JPT, JLPT, HSK, TSC, 기타 공인 외국어시험
 ㅇ 한국사: 한국사능력검정시험 기본·심화
 ㅇ 자격증: 국가기술자격증, 국가공인민간자격증 등",20240108 ~ 20241220,46790,https://www.gov.kr,18.0,49.0,일자리,취업,전라남도
안양덕현 청년임대주택(행복주택) 입주자 모집,안양시 청년임대주택 입주자 모집,"□ 임대기간(2년 단위)
- 대학생, 청년 계층 : 최장 6년
- 신혼부부, 한부모가족 계층 : 무자녀 최장 6년, 자녀 1명 이상 최장 10명
- 고령자, 주거급여수급자 : 최장 20년",20240129 ~ 20240216,41170,https://auchome.auc.co.kr,,,주거,주택 및 거주지,경기도
영천시 농촌 신활력플러스사업 액션그룹 2기 모집 공고,지역사회의 사회적 역할 강화를 위한 다양한 분야에 종사하는 계층들의 활동을 지원,"□ 아이디어 실현을 위한 교육, 컨설팅 및 실행 사업비 지원
- 액션그룹 성장을 위한 후속 사업 등 연계",20240108 ~ 20240121,47230,,,,"일자리,교육","취업,미래역량강화",경상북도
영천시 신활력플러스 사업 신한방·건강분야 청년창업 참가자 모집 공고,신한방·건강분야 사업의 청년창업을 위한 교육 및 컨설팅 참가자 모집,"□ 아이디어 실현을 위한 교육, 컨설팅 및 실행 사업비 지원
- 액션그룹 성장을 위한 후속 사업 등 연계",20240108 ~ 20240121,47230,,19.0,39.0,"일자리,교육","취업,미래역량강화",경상북도
2024년 울진군 자격증 취득 교육 지원사업,울진군 구직자를 위해 자격증 취득교육비 중 자부담분 지원,"국민내일배움카드로 결제한 직업훈련비 중 자부담분
지원한도 : 연1회 최대 40만원",,47930,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=525,19.0,65.0,일자리,취업,경상북도
2024년 「 울진군 청년 자격증 응시료 지원 사업」 지원대상자 모집 공고,청년자격증 응시료 지원,"사업비 : 10,000천원 - 50천원/회(1인당 연한도 100천원)",20240108 ~ 20241130,47930,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=526,,,일자리,취업,경상북도
2024 김제청년 창업 도약 지원사업 톡톡 연속 참여기업 신청,"청년 지역정착 및 지속 가능한 경제활동 지원을 위해 참여기업에게는 인건비, 청년근로자에게는 교육 및 네트워킹 지원","□ (참여기업) 신규 채용인력 인건비 월160만원(인)  ※최대 10개월 지원
     ※ 2024년 최저임금 계약 기준, 기업부담 20% 이상 별도, 사업장 4대 보험금 자부담    
□ (청년근로자) 직무 역량 강화 교육 및 네트워킹 지원",20240116 ~ 20240122,52210,https://www.ieda.or.kr/start/s3_1_startup_view.html?id=90,18.0,39.0,일자리,취업,전북특별자치도
